age,workclass,education,marital-status,occupation,relationship,race,gender,income_>50K
41,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,0,0
30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
42,Private,Some-college,Never-married,Tech-support,Not-in-family,White,0,1
34,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,0,0
19,Private,HS-grad,Never-married,Other-service,Own-child,White,0,0
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,0,0
29,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,0,0
57,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,1,1
33,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,1,0
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,1,0
60,Private,HS-grad,Widowed,Sales,Not-in-family,White,0,0
28,Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,0,0
55,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,1,1
48,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
44,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,1,1
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Other,1,0
43,Federal-gov,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,0,1
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
35,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,0,1
51,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
44,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
44,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
23,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
37,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,1,0
44,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,1
49,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
48,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
28,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,1,1
50,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
50,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,Black,1,0
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
25,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,1
40,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,1,1
54,State-gov,Masters,Never-married,Prof-specialty,Unmarried,White,0,0
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,1,0
42,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,0,1
46,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,1,1
48,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,1
49,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,1,1
19,Private,HS-grad,Never-married,Other-service,Not-in-family,White,0,0
41,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,1,1
49,Private,HS-grad,Widowed,Other-service,Not-in-family,White,0,0
45,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,0,0
49,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,0,1
20,Private,Some-college,Never-married,Other-service,Own-child,White,1,0
57,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
56,Private,Some-college,Divorced,Sales,Not-in-family,White,1,1
34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
60,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,1,1
49,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,1,1
51,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
44,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
23,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,1,0
38,Private,Assoc-voc,Never-married,Farming-fishing,Not-in-family,White,1,0
56,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,1
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
39,Private,Some-college,Never-married,Sales,Not-in-family,White,1,0
25,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,0,1
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,1
40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
30,Private,HS-grad,Never-married,Other-service,Not-in-family,White,1,0
37,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,1,0
21,State-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,0,0
52,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
49,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,1,0
36,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
52,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Other,1,1
36,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,1,0
51,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,0,0
49,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,0
42,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,0,1
47,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,1,0
22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,1,0
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,1,0
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
37,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,0,0
36,State-gov,Some-college,Separated,Prof-specialty,Unmarried,White,0,0
46,Private,11th,Married-civ-spouse,Other-service,Husband,Black,1,1
52,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,0,1
26,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,1,0
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
18,Private,Some-college,Never-married,Other-service,Own-child,White,1,0
33,State-gov,HS-grad,Never-married,Other-service,Unmarried,Black,0,0
46,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,1,1
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
37,Self-emp-not-inc,Assoc-voc,Never-married,Other-service,Own-child,White,0,0
34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
49,Private,HS-grad,Divorced,Other-service,Not-in-family,White,0,0
23,Private,Some-college,Married-civ-spouse,Craft-repair,Other-relative,White,1,0
24,Private,HS-grad,Never-married,Other-service,Own-child,White,1,0
50,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
28,Self-emp-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,1,1
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,0
24,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,1,0
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,1,1
60,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,1,0
32,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,1,1
21,Private,Some-college,Never-married,Transport-moving,Own-child,White,1,0
50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
55,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
51,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
59,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
57,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,0,0
20,Private,Some-college,Never-married,Sales,Own-child,White,0,0
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
31,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
23,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Other,0,0
56,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,0,0
42,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
44,Local-gov,Some-college,Never-married,Other-service,Own-child,Black,1,0
42,Local-gov,Bachelors,Never-married,Exec-managerial,Own-child,White,1,0
30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
29,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,1,0
17,Self-emp-not-inc,11th,Never-married,Farming-fishing,Own-child,White,1,0
41,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
25,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,1,0
46,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,1,1
35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,1,0
50,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
33,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,1,0
33,Private,HS-grad,Divorced,Sales,Not-in-family,White,1,0
31,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
33,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,1,0
29,Private,Bachelors,Never-married,Sales,Not-in-family,White,0,1
28,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
47,Federal-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,1,1
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
44,Private,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,1,1
40,Private,Bachelors,Divorced,Sales,Not-in-family,White,1,1
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
31,State-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,0,0
19,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,1,0
27,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,1,0
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
48,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
50,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,0,1
27,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0
42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,1,1
44,Self-emp-inc,Some-college,Divorced,Sales,Own-child,White,1,1
40,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,0,1
53,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,1,1
33,Private,11th,Never-married,Craft-repair,Own-child,White,1,0
49,Private,Bachelors,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,0,0
31,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,0,0
30,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
39,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,1,1
26,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,Black,0,0
34,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,0,1
40,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,0
24,Private,Some-college,Never-married,Craft-repair,Own-child,White,1,0
43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,1,1
25,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,0
46,Private,Some-college,Married-civ-spouse,Craft-repair,Wife,White,0,1
55,State-gov,Some-college,Divorced,Prof-specialty,Not-in-family,Black,0,0
58,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,1,1
22,Private,HS-grad,Never-married,Sales,Unmarried,White,1,0
59,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
42,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,0,0
17,Private,10th,Never-married,Other-service,Own-child,White,1,0
37,Local-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,0,0
47,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,1,1
39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
45,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,1,1
26,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,1,0
44,Local-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
59,Local-gov,10th,Widowed,Prof-specialty,Unmarried,White,0,0
48,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,1,1
43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,0,1
41,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
40,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,0,1
43,Federal-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,1,1
29,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,1,0
44,Self-emp-not-inc,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,1,0
20,Private,HS-grad,Never-married,Sales,Own-child,White,1,0
42,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,1,1
21,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,0,0
41,Private,HS-grad,Divorced,Other-service,Not-in-family,White,0,0
31,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,1,0
24,State-gov,Some-college,Never-married,Other-service,Not-in-family,White,1,0
52,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
51,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
51,State-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Black,1,1
34,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0
24,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,1,0
33,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,0,0
32,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,1,0
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
30,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,1,0
53,Self-emp-inc,Some-college,Divorced,Sales,Not-in-family,White,1,1
53,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,1,1
29,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,1,0
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,1,1
29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
50,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,1,1
31,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,1,0
55,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
37,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,0,1
31,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,1,1
26,Local-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,1,1
28,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,1,0
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
29,Private,Some-college,Never-married,Prof-specialty,Other-relative,White,0,0
43,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,1,1
17,Private,10th,Never-married,Other-service,Own-child,White,1,0
38,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,1,1
42,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
55,Private,Some-college,Separated,Exec-managerial,Unmarried,White,0,0
30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,1,0
40,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,1,1
30,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,1,0
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,0
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
32,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,0,0
38,Federal-gov,HS-grad,Never-married,Adm-clerical,Unmarried,White,0,0
33,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,0,1
39,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,0,1
46,Private,Bachelors,Divorced,Craft-repair,Not-in-family,White,1,0
31,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,0,0
38,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,1
54,Private,Some-college,Widowed,Exec-managerial,Unmarried,White,0,0
20,Private,Some-college,Never-married,Sales,Unmarried,Black,0,0
32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,0
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,0,1
24,Private,HS-grad,Never-married,Other-service,Not-in-family,White,1,0
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,1,0
29,Private,Some-college,Never-married,Other-service,Not-in-family,White,0,1
46,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
27,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,1,1
33,Private,HS-grad,Divorced,Other-service,Unmarried,Black,1,0
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,0,0
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
49,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
50,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,1,1
38,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,1,0
44,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,Black,1,0
22,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,1,0
27,Private,11th,Divorced,Craft-repair,Own-child,White,1,0
32,Private,Masters,Never-married,Adm-clerical,Not-in-family,Black,0,0
30,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,0,0
34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
33,Private,HS-grad,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,1,0
40,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Wife,White,0,1
22,Private,HS-grad,Never-married,Sales,Other-relative,White,1,0
54,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,1,1
38,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,0
30,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,1,0
44,Federal-gov,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,0,0
46,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,1,1
32,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,1,0
24,Private,Bachelors,Never-married,Sales,Not-in-family,White,1,0
48,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,1,0
37,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,1,0
55,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,0
28,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,0
26,Private,11th,Never-married,Transport-moving,Not-in-family,White,0,0
31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
36,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,0,0
24,Self-emp-not-inc,HS-grad,Separated,Other-service,Unmarried,White,0,0
38,Self-emp-inc,Some-college,Never-married,Sales,Not-in-family,White,1,0
47,Private,Masters,Divorced,Prof-specialty,Unmarried,White,0,1
46,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
50,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,1,1
49,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,1,0
44,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,1,0
52,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,0
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
47,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,1,0
17,Private,10th,Never-married,Other-service,Own-child,Black,1,0
39,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
42,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,1,1
18,Private,Some-college,Never-married,Sales,Own-child,Black,0,0
52,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,1,1
58,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
33,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,1,0
18,Private,11th,Never-married,Sales,Own-child,White,0,0
28,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
23,Private,11th,Separated,Prof-specialty,Own-child,White,1,0
42,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,1,0
56,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,1,0
29,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,0
56,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
39,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
33,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,1,0
56,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
20,Private,Some-college,Never-married,Craft-repair,Own-child,White,0,0
35,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,0,0
38,Private,Bachelors,Divorced,Prof-specialty,Unmarried,Black,0,1
44,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,0,0
37,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,1
25,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,0
44,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,1
22,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,0,0
30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
25,Private,HS-grad,Never-married,Other-service,Own-child,White,1,0
55,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,0,0
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
42,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,0,1
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
42,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,1,1
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
37,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,1,1
21,Private,Some-college,Never-married,Other-service,Own-child,White,0,0
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
57,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,1,1
47,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,1,0
31,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,1,1
56,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,0
37,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
57,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
40,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,0,1
21,Local-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,1,0
35,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
52,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
23,Private,Assoc-acdm,Never-married,Sales,Own-child,White,0,0
18,Private,11th,Never-married,Other-service,Other-relative,White,1,0
27,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,1,0
44,Private,Some-college,Divorced,Sales,Unmarried,White,0,0
58,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
31,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,1,0
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
36,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,1,1
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
41,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,0,1
34,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Unmarried,White,0,0
41,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,0,1
41,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
23,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,0,0
50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
32,Private,11th,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,1,1
55,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,1,0
28,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,0,1
